Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,525682,-,-,-,31.49,-103.38,-6,784,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature,GHI
2014,1,2,13,30,73,986,8,640
2014,1,2,14,30,69,964,9,571
2014,1,2,15,30,61,914,9,441
2014,1,2,16,30,49,799,8,264
2014,1,2,17,30,26,499,5,71
2014,1,2,18,30,0,0,3,0
2014,1,2,19,30,0,0,2,0
2014,1,2,20,30,0,0,2,0
2014,1,2,21,30,0,0,1,0
2014,1,2,22,30,0,0,1,0
2014,1,2,23,30,0,0,0,0
2014,1,3,0,30,0,0,0,0
2014,1,3,1,30,0,0,0,0
2014,1,3,2,30,0,0,0,0
2014,1,3,3,30,0,0,-1,0
2014,1,3,4,30,0,0,-1,0
2014,1,3,5,30,0,0,-1,0
2014,1,3,6,30,0,0,-1,0
2014,1,3,7,30,0,0,0,0
2014,1,3,8,30,29,500,1,82
2014,1,3,9,30,52,787,5,274
2014,1,3,10,30,64,900,9,447
2014,1,3,11,30,71,953,13,573
2014,1,3,12,30,75,974,16,638
2014,1,3,13,30,76,970,18,635
2014,1,3,14,30,74,941,19,565
2014,1,3,15,30,67,879,18,435
2014,1,3,16,30,54,752,15,259
2014,1,3,17,30,28,440,11,69
2014,1,3,18,30,0,0,10,0
2014,1,3,19,30,0,0,9,0
2014,1,3,20,30,0,0,8,0
2014,1,3,21,30,0,0,7,0
2014,1,3,22,30,0,0,6,0
2014,1,3,23,30,0,0,5,0
2014,1,4,0,30,0,0,5,0
2014,1,4,1,30,0,0,4,0
2014,1,4,2,30,0,0,4,0
2014,1,4,3,30,0,0,4,0
2014,1,4,4,30,0,0,4,0
2014,1,4,5,30,0,0,4,0
2014,1,4,6,30,0,0,4,0
2014,1,4,7,30,0,0,5,0
2014,1,4,8,30,37,116,9,49
2014,1,4,9,30,51,0,13,51
2014,1,4,10,30,87,0,17,87
2014,1,4,11,30,161,2,19,162
2014,1,4,12,30,240,35,20,261
2014,1,4,13,30,255,55,20,287
2014,1,4,14,30,150,0,20,150
2014,1,4,15,30,70,0,19,70
2014,1,4,16,30,88,0,17,88
2014,1,4,17,30,25,0,15,25
2014,1,4,18,30,0,0,14,0
2014,1,4,19,30,0,0,13,0
2014,1,4,20,30,0,0,12,0
2014,1,4,21,30,0,0,12,0
2014,1,4,22,30,0,0,12,0
2014,1,4,23,30,0,0,11,0
2014,1,5,0,30,0,0,9,0
2014,1,5,1,30,0,0,8,0
2014,1,5,2,30,0,0,5,0
2014,1,5,3,30,0,0,3,0
2014,1,5,4,30,0,0,1,0
2014,1,5,5,30,0,0,0,0
2014,1,5,6,30,0,0,0,0
2014,1,5,7,30,0,0,0,0
2014,1,5,8,30,33,302,0,64
2014,1,5,9,30,94,395,0,205
2014,1,5,10,30,130,551,2,365
2014,1,5,11,30,135,672,4,491
2014,1,5,12,30,112,809,5,582
2014,1,5,13,30,155,679,6,549
2014,1,5,14,30,166,569,7,465
2014,1,5,15,30,63,830,7,415
2014,1,5,16,30,71,554,6,225
2014,1,5,17,30,34,244,4,58
2014,1,5,18,30,0,0,2,0
2014,1,5,19,30,0,0,1,0
2014,1,5,20,30,0,0,0,0
2014,1,5,21,30,0,0,0,0
2014,1,5,22,30,0,0,0,0
2014,1,5,23,30,0,0,-1,0
2014,1,6,0,30,0,0,-2,0
2014,1,6,1,30,0,0,-3,0
2014,1,6,2,30,0,0,-4,0
2014,1,6,3,30,0,0,-5,0
2014,1,6,4,30,0,0,-6,0
2014,1,6,5,30,0,0,-6,0
2014,1,6,6,30,0,0,-7,0
2014,1,6,7,30,0,0,-6,0
2014,1,6,8,30,23,0,-5,23
2014,1,6,9,30,58,657,-4,244
2014,1,6,10,30,147,466,-2,346
2014,1,6,11,30,73,985,-1,594
2014,1,6,12,30,77,1003,0,661
2014,1,6,13,30,77,1002,0,660
2014,1,6,14,30,73,981,1,591
2014,1,6,15,30,65,929,2,460
2014,1,6,16,30,52,821,1,281
2014,1,6,17,30,28,537,-1,83
2014,1,6,18,30,0,0,-2,0
2014,1,6,19,30,0,0,-2,0
2014,1,6,20,30,0,0,-3,0
2014,1,6,21,30,0,0,-4,0
2014,1,6,22,30,0,0,-4,0
2014,1,6,23,30,0,0,-4,0
2014,1,7,0,30,0,0,-4,0
2014,1,7,1,30,0,0,-4,0
2014,1,7,2,30,0,0,-4,0
2014,1,7,3,30,0,0,-4,0
2014,1,7,4,30,0,0,-4,0
2014,1,7,5,30,0,0,-4,0
2014,1,7,6,30,0,0,-4,0
2014,1,7,7,30,0,0,-3,0
2014,1,7,8,30,35,225,-1,58
2014,1,7,9,30,50,820,1,282
2014,1,7,10,30,62,928,4,459
2014,1,7,11,30,69,977,7,588
2014,1,7,12,30,98,856,9,599
2014,1,7,13,30,75,991,11,653
2014,1,7,14,30,71,967,12,585
2014,1,7,15,30,112,623,13,378
2014,1,7,16,30,86,465,11,217
2014,1,7,17,30,29,509,9,82
2014,1,7,18,30,0,0,6,0
2014,1,7,19,30,0,0,4,0
2014,1,7,20,30,0,0,3,0
2014,1,7,21,30,0,0,3,0
2014,1,7,22,30,0,0,2,0
2014,1,7,23,30,0,0,1,0
2014,1,8,0,30,0,0,1,0
2014,1,8,1,30,0,0,1,0
2014,1,8,2,30,0,0,1,0
2014,1,8,3,30,0,0,2,0
2014,1,8,4,30,0,0,2,0
2014,1,8,5,30,0,0,2,0
2014,1,8,6,30,0,0,2,0
2014,1,8,7,30,0,0,2,0
2014,1,8,8,30,8,0,4,8
2014,1,8,9,30,23,0,7,23
2014,1,8,10,30,170,352,11,321
2014,1,8,11,30,199,476,14,453
2014,1,8,12,30,91,885,17,610
2014,1,8,13,30,81,953,18,639
2014,1,8,14,30,77,930,19,573
2014,1,8,15,30,69,872,18,445
2014,1,8,16,30,56,755,16,271
2014,1,8,17,30,31,464,14,80
2014,1,8,18,30,0,0,13,0
2014,1,8,19,30,0,0,12,0
2014,1,8,20,30,0,0,10,0
2014,1,8,21,30,0,0,8,0
2014,1,8,22,30,0,0,7,0
2014,1,8,23,30,0,0,5,0
2014,1,9,0,30,0,0,3,0
2014,1,9,1,30,0,0,2,0
2014,1,9,2,30,0,0,0,0
2014,1,9,3,30,0,0,0,0
2014,1,9,4,30,0,0,0,0
2014,1,9,5,30,0,0,-1,0
2014,1,9,6,30,0,0,-1,0
2014,1,9,7,30,0,0,0,0
2014,1,9,8,30,33,427,0,78
2014,1,9,9,30,61,741,2,271
2014,1,9,10,30,74,873,6,449
2014,1,9,11,30,78,939,9,580
2014,1,9,12,30,80,968,13,649
2014,1,9,13,30,78,971,16,649
2014,1,9,14,30,74,913,17,563
2014,1,9,15,30,68,890,17,454
2014,1,9,16,30,117,215,15,179
2014,1,9,17,30,32,474,13,84
2014,1,9,18,30,0,0,11,0
2014,1,9,19,30,0,0,11,0
2014,1,9,20,30,0,0,10,0
2014,1,9,21,30,0,0,9,0
2014,1,9,22,30,0,0,9,0
2014,1,9,23,30,0,0,9,0
2014,1,10,0,30,0,0,9,0
2014,1,10,1,30,0,0,9,0
2014,1,10,2,30,0,0,10,0
2014,1,10,3,30,0,0,9,0
2014,1,10,4,30,0,0,8,0
2014,1,10,5,30,0,0,8,0
2014,1,10,6,30,0,0,7,0
2014,1,10,7,30,0,0,7,0
2014,1,10,8,30,33,284,9,63
2014,1,10,9,30,53,783,12,275
2014,1,10,10,30,65,902,15,453
2014,1,10,11,30,73,955,17,584
2014,1,10,12,30,77,977,18,653
2014,1,10,13,30,77,977,19,655
2014,1,10,14,30,74,956,19,589
2014,1,10,15,30,67,905,19,461
2014,1,10,16,30,54,795,17,285
2014,1,10,17,30,30,517,13,89
2014,1,10,18,30,0,0,11,0
2014,1,10,19,30,0,0,11,0
2014,1,10,20,30,0,0,10,0
2014,1,10,21,30,0,0,9,0
2014,1,10,22,30,0,0,8,0
2014,1,10,23,30,0,0,7,0
2014,1,11,0,30,0,0,6,0
2014,1,11,1,30,0,0,5,0
2014,1,11,2,30,0,0,4,0
2014,1,11,3,30,0,0,3,0
2014,1,11,4,30,0,0,3,0
2014,1,11,5,30,0,0,3,0
2014,1,11,6,30,0,0,3,0
2014,1,11,7,30,0,0,4,0
2014,1,11,8,30,27,544,7,84
2014,1,11,9,30,46,820,11,280
2014,1,11,10,30,55,930,15,457
2014,1,11,11,30,60,983,18,588
2014,1,11,12,30,68,996,19,657
2014,1,11,13,30,69,994,20,659
2014,1,11,14,30,68,971,21,593
2014,1,11,15,30,59,925,20,466
2014,1,11,16,30,49,820,18,290
2014,1,11,17,30,29,553,16,93
2014,1,11,18,30,0,0,14,0
2014,1,11,19,30,0,0,12,0
2014,1,11,20,30,0,0,10,0
2014,1,11,21,30,0,0,9,0
2014,1,11,22,30,0,0,8,0
2014,1,11,23,30,0,0,7,0
2014,1,12,0,30,0,0,7,0
2014,1,12,1,30,0,0,6,0
2014,1,12,2,30,0,0,5,0
2014,1,12,3,30,0,0,5,0
2014,1,12,4,30,0,0,4,0
2014,1,12,5,30,0,0,4,0
2014,1,12,6,30,0,0,4,0
2014,1,12,7,30,0,0,5,0
2014,1,12,8,30,27,537,8,84
2014,1,12,9,30,48,813,12,281
2014,1,12,10,30,60,921,16,459
2014,1,12,11,30,67,972,21,590
2014,1,12,12,30,75,982,23,658
2014,1,12,13,30,76,978,24,659
2014,1,12,14,30,74,954,24,593
2014,1,12,15,30,67,901,23,465
2014,1,12,16,30,54,792,21,289
2014,1,12,17,30,32,524,17,94
2014,1,12,18,30,0,0,14,0
2014,1,12,19,30,0,0,13,0
2014,1,12,20,30,0,0,12,0
2014,1,12,21,30,0,0,11,0
2014,1,12,22,30,0,0,10,0
2014,1,12,23,30,0,0,9,0
2014,1,13,0,30,0,0,8,0
2014,1,13,1,30,0,0,6,0
2014,1,13,2,30,0,0,5,0
2014,1,13,3,30,0,0,4,0
2014,1,13,4,30,0,0,3,0
2014,1,13,5,30,0,0,2,0
2014,1,13,6,30,0,0,2,0
2014,1,13,7,30,0,0,3,0
2014,1,13,8,30,28,563,5,88
2014,1,13,9,30,50,842,9,291
2014,1,13,10,30,61,949,12,474
2014,1,13,11,30,69,999,13,608
2014,1,13,12,30,74,1015,14,679
2014,1,13,13,30,74,1013,15,680
2014,1,13,14,30,73,987,16,612
2014,1,13,15,30,64,939,16,482
2014,1,13,16,30,53,832,14,302
2014,1,13,17,30,32,569,10,101
2014,1,13,18,30,0,0,8,0
2014,1,13,19,30,0,0,7,0
2014,1,13,20,30,0,0,7,0
2014,1,13,21,30,0,0,6,0
2014,1,13,22,30,0,0,5,0
2014,1,13,23,30,0,0,5,0
2014,1,14,0,30,0,0,4,0
2014,1,14,1,30,0,0,4,0
2014,1,14,2,30,0,0,4,0
2014,1,14,3,30,0,0,3,0
2014,1,14,4,30,0,0,3,0
2014,1,14,5,30,0,0,3,0
2014,1,14,6,30,0,0,3,0
2014,1,14,7,30,0,0,3,0
2014,1,14,8,30,28,538,5,86
2014,1,14,9,30,50,822,9,287
2014,1,14,10,30,62,932,12,468
2014,1,14,11,30,69,984,15,602
2014,1,14,12,30,74,1003,16,673
2014,1,14,13,30,72,1006,17,676
2014,1,14,14,30,68,986,17,610
2014,1,14,15,30,61,937,17,480
2014,1,14,16,30,52,826,14,302
2014,1,14,17,30,32,560,10,101
2014,1,14,18,30,0,0,8,0
2014,1,14,19,30,0,0,7,0
2014,1,14,20,30,0,0,6,0
2014,1,14,21,30,0,0,5,0
2014,1,14,22,30,0,0,4,0
2014,1,14,23,30,0,0,2,0
2014,1,15,0,30,0,0,1,0
2014,1,15,1,30,0,0,1,0
2014,1,15,2,30,0,0,1,0
2014,1,15,3,30,0,0,0,0
2014,1,15,4,30,0,0,0,0
2014,1,15,5,30,0,0,0,0
2014,1,15,6,30,0,0,0,0
2014,1,15,7,30,0,0,0,0
2014,1,15,8,30,28,529,2,85
2014,1,15,9,30,48,814,6,283
2014,1,15,10,30,58,926,9,464
2014,1,15,11,30,64,979,12,597
2014,1,15,12,30,74,989,13,668
2014,1,15,13,30,74,992,15,672
2014,1,15,14,30,71,973,16,608
2014,1,15,15,30,63,927,16,481
2014,1,15,16,30,52,823,14,304
2014,1,15,17,30,32,565,11,104
2014,1,15,18,30,0,0,9,0
2014,1,15,19,30,0,0,8,0
2014,1,15,20,30,0,0,7,0
2014,1,15,21,30,0,0,7,0
2014,1,15,22,30,0,0,6,0
2014,1,15,23,30,0,0,6,0
2014,1,16,0,30,0,0,5,0
2014,1,16,1,30,0,0,5,0
2014,1,16,2,30,0,0,4,0
2014,1,16,3,30,0,0,4,0
2014,1,16,4,30,0,0,4,0
2014,1,16,5,30,0,0,3,0
2014,1,16,6,30,0,0,3,0
2014,1,16,7,30,0,0,4,0
2014,1,16,8,30,37,215,6,60
2014,1,16,9,30,52,801,8,284
2014,1,16,10,30,64,910,12,464
2014,1,16,11,30,71,961,15,596
2014,1,16,12,30,81,966,17,664
2014,1,16,13,30,83,962,18,666
2014,1,16,14,30,82,932,18,599
2014,1,16,15,30,67,901,17,476
2014,1,16,16,30,57,789,15,300
2014,1,16,17,30,35,524,12,103
2014,1,16,18,30,0,0,9,0
2014,1,16,19,30,0,0,8,0
2014,1,16,20,30,0,0,6,0
2014,1,16,21,30,0,0,5,0
2014,1,16,22,30,0,0,4,0
2014,1,16,23,30,0,0,3,0
2014,1,17,0,30,0,0,2,0
2014,1,17,1,30,0,0,1,0
2014,1,17,2,30,0,0,1,0
2014,1,17,3,30,0,0,0,0
2014,1,17,4,30,0,0,0,0
2014,1,17,5,30,0,0,0,0
2014,1,17,6,30,0,0,0,0
2014,1,17,7,30,0,0,0,0
2014,1,17,8,30,30,490,2,84
2014,1,17,9,30,54,784,6,283
2014,1,17,10,30,67,903,9,465
2014,1,17,11,30,74,959,12,599
2014,1,17,12,30,79,978,14,671
2014,1,17,13,30,79,979,15,675
2014,1,17,14,30,76,956,16,610
2014,1,17,15,30,69,903,16,482
2014,1,17,16,30,57,795,14,306
2014,1,17,17,30,35,539,11,107
2014,1,17,18,30,0,0,8,0
2014,1,17,19,30,0,0,7,0
2014,1,17,20,30,0,0,6,0
2014,1,17,21,30,0,0,5,0
2014,1,17,22,30,0,0,5,0
2014,1,17,23,30,0,0,4,0
2014,1,18,0,30,0,0,4,0
2014,1,18,1,30,0,0,4,0
2014,1,18,2,30,0,0,3,0
2014,1,18,3,30,0,0,3,0
2014,1,18,4,30,0,0,2,0
2014,1,18,5,30,0,0,2,0
2014,1,18,6,30,0,0,1,0
2014,1,18,7,30,0,0,2,0
2014,1,18,8,30,29,518,5,87
2014,1,18,9,30,52,805,9,288
2014,1,18,10,30,64,920,13,471
2014,1,18,11,30,70,977,16,608
2014,1,18,12,30,77,993,18,681
2014,1,18,13,30,77,995,19,686
2014,1,18,14,30,74,975,20,621
2014,1,18,15,30,65,932,19,494
2014,1,18,16,30,53,833,16,316
2014,1,18,17,30,33,595,12,115
2014,1,18,18,30,0,0,9,0
2014,1,18,19,30,0,0,8,0
2014,1,18,20,30,0,0,7,0
2014,1,18,21,30,0,0,6,0
2014,1,18,22,30,0,0,5,0
2014,1,18,23,30,0,0,4,0
2014,1,19,0,30,0,0,4,0
2014,1,19,1,30,0,0,3,0
2014,1,19,2,30,0,0,3,0
2014,1,19,3,30,0,0,3,0
2014,1,19,4,30,0,0,3,0
2014,1,19,5,30,0,0,3,0
2014,1,19,6,30,0,0,3,0
2014,1,19,7,30,0,0,3,0
2014,1,19,8,30,39,176,5,58
2014,1,19,9,30,50,826,9,294
2014,1,19,10,30,62,932,12,477
2014,1,19,11,30,69,982,15,612
2014,1,19,12,30,75,997,18,684
2014,1,19,13,30,75,999,19,689
2014,1,19,14,30,73,977,20,625
2014,1,19,15,30,68,926,19,497
2014,1,19,16,30,48,808,17,306
2014,1,19,17,30,38,545,14,114
2014,1,19,18,30,0,0,12,0
2014,1,19,19,30,0,0,11,0
2014,1,19,20,30,0,0,11,0
2014,1,19,21,30,0,0,10,0
2014,1,19,22,30,0,0,9,0
2014,1,19,23,30,0,0,9,0
2014,1,20,0,30,0,0,8,0
2014,1,20,1,30,0,0,7,0
2014,1,20,2,30,0,0,7,0
2014,1,20,3,30,0,0,6,0
2014,1,20,4,30,0,0,5,0
2014,1,20,5,30,0,0,5,0
2014,1,20,6,30,0,0,4,0
2014,1,20,7,30,0,0,5,0
2014,1,20,8,30,38,234,7,64
2014,1,20,9,30,52,821,11,295
2014,1,20,10,30,62,933,15,479
2014,1,20,11,30,68,989,19,617
2014,1,20,12,30,70,1016,21,694
2014,1,20,13,30,69,1022,22,701
2014,1,20,14,30,66,1006,22,637
2014,1,20,15,30,61,960,22,509
2014,1,20,16,30,51,865,19,329
2014,1,20,17,30,33,632,14,124
2014,1,20,18,30,0,0,12,0
2014,1,20,19,30,0,0,12,0
2014,1,20,20,30,0,0,11,0
2014,1,20,21,30,0,0,9,0
2014,1,20,22,30,0,0,7,0
2014,1,20,23,30,0,0,6,0
2014,1,21,0,30,0,0,4,0
2014,1,21,1,30,0,0,3,0
2014,1,21,2,30,0,0,3,0
2014,1,21,3,30,0,0,2,0
2014,1,21,4,30,0,0,1,0
2014,1,21,5,30,0,0,0,0
2014,1,21,6,30,0,0,0,0
2014,1,21,7,30,0,0,1,0
2014,1,21,8,30,38,241,4,65
2014,1,21,9,30,49,847,8,301
2014,1,21,10,30,59,954,10,488
2014,1,21,11,30,65,1006,12,626
2014,1,21,12,30,67,1029,13,702
2014,1,21,13,30,67,1031,14,708
2014,1,21,14,30,65,1013,15,643
2014,1,21,15,30,66,954,16,514
2014,1,21,16,30,55,856,14,334
2014,1,21,17,30,36,625,12,127
2014,1,21,18,30,0,0,10,0
2014,1,21,19,30,0,0,9,0
2014,1,21,20,30,0,0,8,0
2014,1,21,21,30,0,0,6,0
2014,1,21,22,30,0,0,6,0
2014,1,21,23,30,0,0,5,0
2014,1,22,0,30,0,0,4,0
2014,1,22,1,30,0,0,4,0
2014,1,22,2,30,0,0,3,0
2014,1,22,3,30,0,0,3,0
2014,1,22,4,30,0,0,4,0
2014,1,22,5,30,0,0,3,0
2014,1,22,6,30,0,0,3,0
2014,1,22,7,30,0,0,4,0
2014,1,22,8,30,35,342,6,75
2014,1,22,9,30,80,547,9,244
2014,1,22,10,30,184,338,11,337
2014,1,22,11,30,77,959,13,614
2014,1,22,12,30,81,978,15,686
2014,1,22,13,30,268,397,17,517
2014,1,22,14,30,240,398,18,469
2014,1,22,15,30,74,897,17,499
2014,1,22,16,30,50,801,15,313
2014,1,22,17,30,39,553,12,122
2014,1,22,18,30,0,0,10,0
2014,1,22,19,30,0,0,9,0
2014,1,22,20,30,0,0,7,0
2014,1,22,21,30,0,0,6,0
2014,1,22,22,30,0,0,5,0
2014,1,22,23,30,0,0,4,0
2014,1,23,0,30,0,0,3,0
2014,1,23,1,30,0,0,2,0
2014,1,23,2,30,0,0,2,0
2014,1,23,3,30,0,0,1,0
2014,1,23,4,30,0,0,1,0
2014,1,23,5,30,0,0,1,0
2014,1,23,6,30,0,0,0,0
2014,1,23,7,30,0,0,0,0
2014,1,23,8,30,42,120,1,56
2014,1,23,9,30,79,556,2,247
2014,1,23,10,30,160,463,3,371
2014,1,23,11,30,160,632,4,517
2014,1,23,12,30,291,283,4,468
2014,1,23,13,30,273,380,4,512
2014,1,23,14,30,233,427,3,480
2014,1,23,15,30,168,480,2,397
2014,1,23,16,30,133,251,1,216
2014,1,23,17,30,55,14,0,57
2014,1,23,18,30,0,0,0,0
2014,1,23,19,30,0,0,-1,0
2014,1,23,20,30,0,0,-2,0
2014,1,23,21,30,0,0,-3,0
2014,1,23,22,30,0,0,-4,0
2014,1,23,23,30,0,0,-5,0
2014,1,24,0,30,0,0,-5,0
2014,1,24,1,30,0,0,-5,0
2014,1,24,2,30,0,0,-5,0
2014,1,24,3,30,0,0,-6,0
2014,1,24,4,30,0,0,-6,0
2014,1,24,5,30,0,0,-6,0
2014,1,24,6,30,0,0,-6,0
2014,1,24,7,30,0,0,-5,0
2014,1,24,8,30,41,190,-4,64
2014,1,24,9,30,69,713,-1,286
2014,1,24,10,30,84,849,0,471
2014,1,24,11,30,90,920,2,610
2014,1,24,12,30,89,959,5,689
2014,1,24,13,30,86,971,7,698
2014,1,24,14,30,80,958,9,637
2014,1,24,15,30,72,914,10,512
2014,1,24,16,30,59,826,9,337
2014,1,24,17,30,38,612,6,134
2014,1,24,18,30,0,0,4,0
2014,1,24,19,30,0,0,3,0
2014,1,24,20,30,0,0,2,0
2014,1,24,21,30,0,0,2,0
2014,1,24,22,30,0,0,1,0
2014,1,24,23,30,0,0,1,0
2014,1,25,0,30,0,0,1,0
2014,1,25,1,30,0,0,0,0
2014,1,25,2,30,0,0,0,0
2014,1,25,3,30,0,0,0,0
2014,1,25,4,30,0,0,0,0
2014,1,25,5,30,0,0,0,0
2014,1,25,6,30,0,0,0,0
2014,1,25,7,30,0,0,2,0
2014,1,25,8,30,31,0,4,31
2014,1,25,9,30,96,0,6,96
2014,1,25,10,30,201,241,9,312
2014,1,25,11,30,267,230,12,398
2014,1,25,12,30,87,939,14,678
2014,1,25,13,30,89,936,16,682
2014,1,25,14,30,281,148,17,368
2014,1,25,15,30,223,150,18,295
2014,1,25,16,30,128,19,16,135
2014,1,25,17,30,59,50,14,67
2014,1,25,18,30,0,0,13,0
2014,1,25,19,30,0,0,12,0
2014,1,25,20,30,0,0,10,0
2014,1,25,21,30,0,0,9,0
2014,1,25,22,30,0,0,7,0
2014,1,25,23,30,0,0,6,0
2014,1,26,0,30,0,0,6,0
2014,1,26,1,30,0,0,5,0
2014,1,26,2,30,0,0,5,0
2014,1,26,3,30,0,0,5,0
2014,1,26,4,30,0,0,5,0
2014,1,26,5,30,0,0,5,0
2014,1,26,6,30,0,0,5,0
2014,1,26,7,30,0,0,6,0
2014,1,26,8,30,42,198,9,67
2014,1,26,9,30,53,799,13,299
2014,1,26,10,30,64,915,17,486
2014,1,26,11,30,70,973,20,626
2014,1,26,12,30,72,1000,21,704
2014,1,26,13,30,72,1004,22,712
2014,1,26,14,30,70,986,22,650
2014,1,26,15,30,64,941,22,524
2014,1,26,16,30,54,851,19,347
2014,1,26,17,30,36,645,15,141
2014,1,26,18,30,0,0,12,0
2014,1,26,19,30,0,0,11,0
2014,1,26,20,30,0,0,10,0
2014,1,26,21,30,0,0,9,0
2014,1,26,22,30,0,0,9,0
2014,1,26,23,30,0,0,9,0
2014,1,27,0,30,0,0,8,0
2014,1,27,1,30,0,0,8,0
2014,1,27,2,30,0,0,7,0
2014,1,27,3,30,0,0,6,0
2014,1,27,4,30,0,0,5,0
2014,1,27,5,30,0,0,4,0
2014,1,27,6,30,0,0,3,0
2014,1,27,7,30,0,0,1,0
2014,1,27,8,30,43,181,0,66
2014,1,27,9,30,51,754,0,285
2014,1,27,10,30,174,422,1,370
2014,1,27,11,30,197,535,1,505
2014,1,27,12,30,197,624,2,593
2014,1,27,13,30,234,520,2,567
2014,1,27,14,30,202,555,2,531
2014,1,27,15,30,204,344,2,374
2014,1,27,16,30,134,309,2,241
2014,1,27,17,30,46,512,1,132
2014,1,27,18,30,0,0,0,0
2014,1,27,19,30,0,0,0,0
2014,1,27,20,30,0,0,0,0
2014,1,27,21,30,0,0,-1,0
2014,1,27,22,30,0,0,-1,0
2014,1,27,23,30,0,0,-2,0
2014,1,28,0,30,0,0,-2,0
2014,1,28,1,30,0,0,-3,0
2014,1,28,2,30,0,0,-4,0
2014,1,28,3,30,0,0,-4,0
2014,1,28,4,30,0,0,-5,0
2014,1,28,5,30,0,0,-5,0
2014,1,28,6,30,0,0,-5,0
2014,1,28,7,30,0,0,-5,0
2014,1,28,8,30,35,517,-4,101
2014,1,28,9,30,119,22,-3,126
2014,1,28,10,30,210,111,-2,261
2014,1,28,11,30,276,174,0,377
2014,1,28,12,30,235,511,0,562
2014,1,28,13,30,86,988,1,723
2014,1,28,14,30,147,719,1,575
2014,1,28,15,30,87,799,2,483
2014,1,28,16,30,94,571,1,294
2014,1,28,17,30,43,622,0,148
2014,1,28,18,30,0,0,-1,0
